group_id,technique_id
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,attack-pattern--84ae8255-b4f4-4237-b5c5-e717405a9701
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011
intrusion-set--461b8e25-8f4a-4ea2-a4a8-e39df7ce6630,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--eec096b8-c207-43df-b6c1-11523861e452
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6
intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--34b3f738-bd64-40e5-a112-29b0542bc8bf
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--4a2975db-414e-4c0c-bd92-775987514b4b
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--eec096b8-c207-43df-b6c1-11523861e452
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--cd92d2b8-ce43-4666-9472-f1b4b9f4f8be
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--70d81154-b187-45f9-8ec5-295d01255979
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--8861073d-d1b8-4941-82ce-dce621d398f0
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9
intrusion-set--56a05d27-4d47-418a-b330-781c5614f202,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--a29aa77c-a88d-4f19-bab9-7751941b2e2d
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--e261a979-f354-41a8-963e-6cadac27c4bf
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082
intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--64d5f96a-f121-4d19-89f6-6709f5c49faa,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
intrusion-set--46599a4a-77ee-4697-9474-2683b6464859,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9
intrusion-set--918da025-04bd-48af-b6c4-f3e4d1b915eb,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
intrusion-set--2c40f629-6cf9-4f75-af32-9a98caec24ae,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--3e6831b2-bf4c-4ae6-b328-2e7c6633b291
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--461b8e25-8f4a-4ea2-a4a8-e39df7ce6630,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
intrusion-set--461b8e25-8f4a-4ea2-a4a8-e39df7ce6630,attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
intrusion-set--918da025-04bd-48af-b6c4-f3e4d1b915eb,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--f9cc4d06-775f-4ee1-b401-4e2cc0da30ba
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
intrusion-set--8cf6e33b-b6ef-4a1f-a77c-0ecdde93161f,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--84771bc3-f6a0-403e-b144-01af70e5fda0
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
intrusion-set--918da025-04bd-48af-b6c4-f3e4d1b915eb,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c
intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
