source,target,relation
malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
malware--20945359-3b39-4542-85ef-08ecb4e1c174,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,uses
attack-pattern--d3df754e-997b-4cf9-97d4-70feb3120847,attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317,revoked-by
malware--959f3b19-2dc8-48d5-8942-c66813a5101a,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,uses
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,malware--452da2d9-706c-4185-ad6f-f5edaf4b9f48,uses
x-mitre-detection-strategy--32c549cd-a06b-41f2-8063-8937ba7feab6,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,detects
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,uses
malware--5dc9e8ec-9917-4de7-b8ab-16007899dd80,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
tool--1244e058-fa10-48cb-b484-0bcf671107ae,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
campaign--a6aba167-5ada-4812-9da1-912c0e73335d,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,uses
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,uses
malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,uses
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,tool--30489451-5886-4c46-90c9-0dff9adc5252,uses
malware--e9e9bfe2-76f4-4870-a2a1-b7af89808613,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--6e95feb1-78ee-48d3-b421-4d76663b5c49,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,uses
malware--c009560a-f097-45a3-8f9f-78ec1440a783,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--396c18b9-26fb-4435-8589-fb856502e4c4,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,uses
malware--76fde8df-3495-47c9-82eb-125c4f7fb621,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--b51797f7-57da-4210-b8ac-b8632ee75d70,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,uses
campaign--7e21077d-2589-43a7-a5f9-490061289526,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,mitigates
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,uses
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--48b836c6-e4ca-435a-82a3-29c03e5b492e,uses
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,uses
malware--2a7c1bb7-cd12-456e-810d-ab3bf8457bab,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
malware--96b08451-b27a-4ff6-893f-790e26393a8e,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,uses
malware--9abdda30-08e0-4ab1-9cf0-d447654c6de9,attack-pattern--960c3c86-1480-4d72-b4e0-8c242e84a5c5,uses
malware--e23d2777-b85d-44fc-861e-9149d399fbb9,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852,uses
malware--f3f1fbed-7e29-49cb-8579-4a378f858deb,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
attack-pattern--c0a384a4-9a25-40e1-97b6-458388474bc8,attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,revoked-by
malware--b8d48deb-450c-44f6-a934-ac8765aa89cb,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,uses
malware--ade37ada-14af-4b44-b36c-210eec255d53,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
malware--9ca488bd-9587-48ef-b923-1743523e63b2,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,uses
malware--71fe9df1-1c6f-430c-ab9b-ff3c11074e52,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,uses
malware--a545456a-f9a7-47ad-9ea6-8b017def38d1,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,uses
malware--5faaf81a-aa5b-4a4b-bae5-522439e068f8,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,uses
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,uses
tool--c9cd7ec9-40b7-49db-80be-1399eddd9c52,attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,uses
malware--5633ffd3-81ef-4f98-8f93-4896b03998f0,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,uses
tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004,uses
malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,uses
tool--5256c0f8-9108-4c92-8b09-482dfacdcd94,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,uses
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,uses
malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--a705b085-1eae-455e-8f4d-842483d814eb,attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,uses
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,mitigates
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,uses
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
malware--72911fe3-f085-40f7-b4f2-f25a4221fe44,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--63e3d25c-d57d-407d-8e6a-2cecd71f90be,uses
malware--7b92e996-b535-4159-be16-3c3aee4edf54,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,uses
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,uses
malware--d5268dfb-ae2b-4e0e-ac07-02a460613d8a,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,uses
campaign--7e21077d-2589-43a7-a5f9-490061289526,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,uses
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,uses
campaign--519ee082-8ab6-439b-988f-a8a3f02c8d30,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,uses
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d,uses
malware--0817aaf2-afea-4c32-9285-4dcd1df5bf14,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--13183cdf-280b-46be-913a-5c6df47831e7,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--a4578560-42cf-4075-9fa2-056f0058c881,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,uses
malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--4e164a21-3fbe-4aaa-be69-2513fdba90f7,attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103,uses
malware--a020a61c-423f-4195-8c46-ba1d21abba37,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
malware--809bc57b-4d4c-43de-b698-448334ed8185,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,uses
x-mitre-detection-strategy--bd0b0c98-3c22-4bf8-830b-2640b39eacea,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,detects
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,uses
malware--909617c3-6d87-4330-8f32-bd3af38c3b92,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,uses
attack-pattern--197ef1b9-e764-46c3-b96c-23f77985dc81,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2,subtechnique-of
malware--3a0f6128-0a01-421d-8eca-e57d8671b1f1,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
malware--b143dfa4-e944-43ff-8429-bfffc308c517,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,malware--7dbb67c7-270a-40ad-836e-c45f8948aa5a,uses
malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,uses
malware--35cd1d01-1ede-44d2-b073-a264d727bc04,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,uses
malware--8c8e8b01-b4b1-479b-a7a9-78c40a12b916,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,uses
malware--b4d80f8b-d2b9-4448-8844-4bef777ed676,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872,uses
intrusion-set--13ef3485-70d2-4567-b934-0e83c1eafcf1,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,uses
tool--2c5281dd-b5fd-4531-8aea-c1bf8a0f8756,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,uses
malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,uses
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213,uses
malware--f5352566-1a64-49ac-8f7f-97e1d1a03300,attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073,uses
malware--76fde8df-3495-47c9-82eb-125c4f7fb621,attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,uses
x-mitre-detection-strategy--16e7016e-ce95-4eca-b340-ff158949d11d,attack-pattern--f870408c-b1cd-49c7-a5c7-0ef0fc496cc6,detects
campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,attack-pattern--79da0971-3147-4af6-a4f5-e8cd447cd795,uses
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,uses
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,malware--5b5d1e6c-e7de-4b46-ab8f-8556e8745927,uses
malware--8bdfe255-e658-4ddd-a11c-b854762e451d,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
x-mitre-detection-strategy--1439efe8-4d10-4ce8-8727-458db69bae85,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,detects
course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,mitigates
malware--5b5d1e6c-e7de-4b46-ab8f-8556e8745927,attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,uses
malware--0d1f9f5b-11ea-42c3-b5f4-63cce0122541,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,uses
malware--7f269253-c225-45ff-87c2-5e8ef6dd369f,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
x-mitre-detection-strategy--e32dbff1-9d06-4495-b815-48463481581b,attack-pattern--762e6f29-a62f-4d96-91ed-d0073181431f,detects
malware--04cecafd-cb5f-4daf-aa1f-73899116c4a2,attack-pattern--fb640c43-aa6b-431e-a961-a279010424ac,uses
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,uses
malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
malware--8a59f456-79a0-4151-9f56-9b1a67332af2,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
malware--a19c1197-9414-46e3-986f-0f609ff4a46b,attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872,uses
course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c,mitigates
intrusion-set--ebd7ce77-c9ba-4fba-bb28-58296ac66559,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970,uses
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,uses
malware--53a42597-1974-4b8e-84fd-3675e8992053,attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b,uses
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--cd92d2b8-ce43-4666-9472-f1b4b9f4f8be,uses
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
malware--8c8e8b01-b4b1-479b-a7a9-78c40a12b916,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,tool--da04ac30-27da-4959-a67d-450ce47d9470,uses
x-mitre-detection-strategy--7578b2e3-2b9c-491d-9157-699a4bd6a136,attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21,detects
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,uses
malware--94379dec-5c87-49db-b36e-66abc0b81344,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--3bc7e862-5610-4c02-9c48-15b2e2dc1ddb,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,uses
attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,subtechnique-of
course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,mitigates
x-mitre-detection-strategy--d2daf569-4fc9-46a3-97b7-4d3d76c04a64,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,detects
malware--fb575479-14ef-41e9-bfab-0b7cf10bec73,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,uses
malware--457a5e8d-d964-4130-bde3-c07bb41a093e,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,uses
tool--26c87906-d750-42c5-946c-d4162c73fc7b,attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee,uses
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,uses
malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,uses
campaign--9cea8bec-07c5-422b-84b8-99d3128ce570,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,uses
malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
tool--75d8b521-6b6a-42ff-8af3-d97e20ce12a5,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
malware--63c4511b-2d6e-4bb2-b582-e2e99a8a467d,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
malware--463f68f1-5cde-4dc2-a831-68b73488f8f4,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,uses
malware--50be4e81-db74-41a2-a9aa-423314082bea,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,uses
malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,uses
malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,attack-pattern--afddee82-3385-4682-ad90-eeced33f2d07,uses
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,uses
campaign--4fdd2487-26c1-494e-8702-ec5abe9aa1d9,malware--d79b1800-3b5d-4a4f-8863-8251eca793e2,uses
malware--0e17b066-50dd-4c2f-83bf-205c5eb2bb34,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,uses
malware--069af411-9b24-4e85-b26c-623d035bbe84,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,uses
attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,subtechnique-of
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26,uses
malware--9c629607-03e4-4952-b481-2d54221d2783,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,malware--c9b99d03-ff11-4a48-95f0-82660d582c25,uses
malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--4ab44516-ad75-4e43-a280-705dc0420e2f,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,uses
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
malware--809bc57b-4d4c-43de-b698-448334ed8185,attack-pattern--851e071f-208d-4c79-adc6-5974c85c78f3,uses
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,uses
malware--73a4793a-ce55-4159-b2a6-208ef29b326f,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--f74a5069-015d-4404-83ad-5ca01056c0dc,attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447,uses
tool--da04ac30-27da-4959-a67d-450ce47d9470,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,uses
malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
malware--84c1ecc6-e5a2-4e8a-bf4b-651a618e0053,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0,uses
malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,attack-pattern--d467bc38-284b-4a00-96ac-125f447799fc,uses
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,uses
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,tool--066b057c-944e-4cfc-b654-e3dfba04b926,uses
malware--aae22730-e571-4d17-b037-65f2a3e26213,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,uses
malware--cfc75b0d-e579-40ae-ad07-a1ce00d49a6c,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
malware--a19c1197-9414-46e3-986f-0f609ff4a46b,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,mitigates
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,uses
malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--e0232cb0-ded5-4c2e-9dc7-2893142a5c11,mitigates
malware--4e164a21-3fbe-4aaa-be69-2513fdba90f7,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,uses
malware--b57f419e-8b12-49d3-886b-145383725dcd,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,uses
malware--fece06b7-d4b1-42cf-b81a-5323c917546e,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,uses
x-mitre-detection-strategy--6c59d987-c339-4743-bdb0-0eb21285deb7,attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c,detects
malware--9c629607-03e4-4952-b481-2d54221d2783,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
malware--d1008b78-960c-4b36-bdc4-39a734e1e4e3,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,uses
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,uses
campaign--455b011a-2510-49ab-a96f-2f84d6a80189,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,subtechnique-of
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--0e17b066-50dd-4c2f-83bf-205c5eb2bb34,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--049ff071-0b3c-4712-95d2-d21c6aa54501,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--fb75213f-cfb0-40bf-a02f-3bad93d6601e,mitigates
malware--f25d4207-25b2-4bb0-a17a-403943c670ad,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,mitigates
tool--d505fc8b-2e64-46eb-96d6-9ef7ffca5b66,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,uses
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,uses
malware--4c59cce8-cb48-4141-b9f1-f646edfaadb0,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,uses
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,malware--a705b085-1eae-455e-8f4d-842483d814eb,uses
malware--687c23e4-4e25-4ee7-a870-c5e002511f54,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4,uses
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,uses
campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,uses
